,text,created_at,retweet_count,favorite_count,id_str,Normalised retweets,Norm likes,weighted score,media,mention,length,time,date
585,the failing @nytimes has been wrong about me from the very beginning. said i would lose the primaries then the general election. fake news!,2017-01-28 13:04:58,20740,109402,8.25e+17,0.12289278,0.279925082,0.17000247,False,True,139,13:04:58,2017-01-28
586,workers of firm involved with the discredited and fake dossier take the 5th. who paid for it russia the fbi or the dems (or all)?,2017-10-19 11:56:15,25082,85871,9.21e+17,0.14862086300000002,0.219716703,0.169949615,False,False,129,11:56:15,2017-10-19
587,...we negotiated a ceasefire in parts of syria which will save lives. now it is time to move forward in working constructively with russia!,2017-07-09 11:37:00,22811,98082,8.84e+17,0.135164282,0.250960786,0.16990323300000001,False,False,139,11:37:00,2017-07-09
588,writing my inaugural address at the winter white house mar-a-lago three weeks ago. looking forward to friday.?,2017-01-18 17:33:25,21051,107464,8.22e+17,0.124735579,0.274966353,0.16980481100000003,True,False,110,17:33:25,2017-01-18
589,australia new zealand and more. i am always available to them. @nytimes is just upset that they looked like fools in their coverage of me.,2016-11-16 12:25:21,24112,90560,7.99e+17,0.142873226,0.23171436899999998,0.169525569,False,True,138,12:25:21,2016-11-16
590,thank you to general motors and walmart for starting the big jobs push back into the u.s.!,2017-01-17 17:55:38,21503,103996,8.21e+17,0.12741386,0.26609283899999997,0.16901755300000001,False,False,90,17:55:38,2017-01-17
591,appreciate the congrats for being right on radical islamic terrorism i don't want congrats i want toughness vigilance. we must be smart!,2016-06-12 16:43:00,27146,73417,7.42e+17,0.160850887,0.18785085899999998,0.168950879,False,False,136,16:43:00,2016-06-12
592,the first meeting jeff sessions had with the russian amb was set up by the obama administration under education program for 100 ambs......,2017-03-04 11:26:00,24412,88057,8.38e+17,0.144650846,0.225309984,0.168848587,False,False,138,11:26:00,2017-03-04
593,the fake news refuses to report the success of the first 6 months: s.c. surging economy jobsborder military securityisis ms-13 etc.,2017-08-07 01:18:00,23061,95347,8.94e+17,0.136645631,0.243962787,0.168840778,False,False,131,01:18:00,2017-08-07
594,why isn't the senate intel committee looking into the fake news networks in our country to see why so much of our news is just made up-fake!,2017-10-05 10:59:00,23334,93316,9.16e+17,0.138263265,0.238766101,0.168414116,False,False,140,10:59:00,2017-10-05
595,back from miami where my cuban/american friends are very happy with what i signed today. another campaign promise that i did not forget!,2017-06-17 01:30:08,21073,105285,8.76e+17,0.12486593800000001,0.269390982,0.16822345100000002,False,False,136,01:30:08,2017-06-17
596,had a great meeting at cia headquarters yesterday packed house paid great respect to wall long standing ovations amazing people. win!,2017-01-22 12:35:09,16906,127677,8.23e+17,0.10017479900000001,0.326685021,0.16812786600000001,False,False,133,12:35:09,2017-01-22
597,getting ready for my big foreign trip. will be strongly protecting american interests - that's what i like to do!,2017-05-19 14:24:08,20489,108289,8.66e+17,0.121405505,0.277077267,0.16810703300000002,False,False,113,14:24:08,2017-05-19
598,thank you @senatordole very kind!,2017-07-09 00:29:00,24263,87832,8.84e+17,0.143767961,0.224734281,0.168057857,True,True,33,00:29:00,2017-07-09
599,wow @cnn town hall questions were given to crooked hillary clinton in advance of big debates against bernie sanders. hillary cnn fraud!,2016-10-11 23:04:00,29259,60485,7.86e+17,0.173371256,0.154761966,0.167788469,False,True,135,23:04:00,2016-10-11
600,thank you to all of the men and women who protect serve our communities 24/7/365! #lawenforcementappreciationday?,2017-01-10 02:20:00,23231,93051,8.19e+17,0.137652949,0.238088049,0.16778347899999999,True,False,113,02:20:00,2017-01-10
601,today we are not merely transferring power from one administration to another or from one party to another ? but we are transferring...,2017-01-20 17:51:25,20125,109640,8.23e+17,0.119248659,0.280534048,0.167634276,False,False,135,17:51:25,2017-01-20
602,we have made more progress in the last nine months against isis than the obama administration has made in 8 years.must be proactive nasty!,2017-09-15 11:00:01,21649,101229,9.09e+17,0.12827896800000002,0.259012962,0.167499166,False,False,138,11:00:01,2017-09-15
603,thank you to all of the supporters who far out-numbered the protesters yesterday at the women's u.s. open. very cool!,2017-07-16 10:51:12,19513,112717,8.87e+17,0.115622315,0.288407117,0.16745775599999999,False,False,117,10:51:12,2017-07-16
604,storm turned hurricane is getting much bigger and more powerful than projected. federal government is on site and ready to respond. be safe!,2017-08-25 22:12:11,21047,104230,9.01e+17,0.124711877,0.266691571,0.16730578599999998,False,False,140,22:12:11,2017-08-25
605,find the leakers within the fbi itself. classified information is being given to media that could have a devastating effect on u.s. find now,2017-02-24 12:36:34,21720,100526,8.35e+17,0.128699671,0.257214208,0.167254032,False,False,140,12:36:34,2017-02-24
606,happy to announce we are awarding $1m to las vegas - in order to help local law enforcement working ot to respond to last sunday?s tragedy.,2017-10-11 19:49:00,19130,114117,9.18e+17,0.113352887,0.29198927399999997,0.166943803,False,False,139,19:49:00,2017-10-11
607,wow fbi confirms report that james comey drafted letter exonerating crooked hillary clinton long before investigation was complete. many..,2017-10-18 10:21:00,24335,85933,9.21e+17,0.14419459,0.219875341,0.166898815,False,False,138,10:21:00,2017-10-18
608,working hard to get the olympics for the united states (l.a.). stay tuned!,2017-07-11 11:46:00,20083,108873,8.85e+17,0.118999793,0.278571538,0.166871316,False,False,74,11:46:00,2017-07-11
609,now that ken frazier of merck pharma has resigned from president's manufacturing councilhe will have more time to lower ripoff drug prices!,2017-08-14 12:54:47,22644,94838,8.97e+17,0.13417474,0.242660417,0.166720443,False,False,139,12:54:47,2017-08-14
610,if cuba is unwilling to make a better deal for the cuban people the cuban/american people and the u.s. as a whole i will terminate deal.,2016-11-28 14:02:06,24571,84424,8.03e+17,0.145592984,0.216014288,0.166719375,False,False,136,14:02:06,2016-11-28
611,"james comey better hope that there are no ""tapes"" of our conversations before he starts leaking to the press!",2017-05-12 12:26:00,25845,77509,8.63e+17,0.153141943,0.198320992,0.166695658,False,False,109,12:26:00,2017-05-12
612,the make america great again agenda is doing very well despite the distraction of the witch hunt. many new jobs high business enthusiasm..,2017-06-18 10:38:51,21269,102054,8.76e+17,0.126027316,0.26112387600000003,0.166556284,False,False,138,10:38:51,2017-06-18
613,our military is building and is rapidly becoming stronger than ever before. frankly we have no choice!,2017-04-16 13:41:47,20803,104462,8.54e+17,0.12326608,0.267285186,0.166471812,False,False,102,13:41:47,2017-04-16
614,hard to believe that the democrats who have gone so far left that they are no longer recognizable are fighting so hard for sanctuary crime,2017-10-13 11:51:30,22858,93291,9.19e+17,0.135442775,0.238702133,0.166420583,False,False,138,11:51:30,2017-10-13
615,thank you brian krzanich ceo of @intel. a great investment ($7 billion) in american innovation and jobs!?,2017-02-08 19:22:00,22030,97758,8.29e+17,0.130536545,0.250131772,0.166415113,True,True,105,19:22:00,2017-02-08
616,122 vicious prisoners released by the obama administration from gitmo have returned to the battlefield. just another terrible decision!,2017-03-07 12:04:00,22911,92823,8.39e+17,0.135756822,0.23750467,0.166281176,False,False,135,12:04:00,2017-03-07
617,my job as president is to do everything within my power to give america a level playing field. #americafirst???????,2017-06-01 22:50:00,22622,94084,8.7e+17,0.134044381,0.240731169,0.166050418,True,False,115,22:50:00,2017-06-01
618,"officials behind the now discredited ""dossier"" plead the fifth. justice department and/or fbi should immediately release who paid for it.",2017-10-21 19:59:23,24779,82348,9.22e+17,0.146825467,0.210702461,0.165988565,False,False,137,19:59:23,2017-10-21
619,monitoring the terrible situation in florida. just spoke to governor scott. thoughts and prayers for all. stay safe!,2017-01-06 19:30:00,22189,96091,8.17e+17,0.131478683,0.245866447,0.165795012,False,False,116,19:30:00,2017-01-06
620,e-mails show that the amazonwashingtonpost and the failingnewyorktimes were reluctant to cover the clinton/lynch secret meeting in plane.,2017-08-08 18:00:00,24056,85946,8.95e+17,0.142541404,0.21990860399999998,0.165751564,False,False,137,18:00:00,2017-08-08
621,it is about time that roger goodell of the nfl is finally demanding that all players stand for our great national anthem-respect our country,2017-10-11 10:47:00,20408,105174,9.18e+17,0.120925547,0.269106968,0.165379974,False,False,140,10:47:00,2017-10-11
622,the great state of michigan was just certified as a trump win giving all of our make america great again supporters another victory - 306!,2016-11-29 11:15:49,21661,97975,8.04e+17,0.128350073,0.250687006,0.165051153,False,False,138,11:15:49,2016-11-29
623,america is proud to stand shoulder-to-shoulder with poland in the fight to eradicate the evils of terrorism and extremism. #potusinpoland,2017-07-06 16:02:00,22801,91612,8.83e+17,0.13510502800000002,0.23440610399999998,0.164895351,True,False,137,16:02:00,2017-07-06
624,congressman john lewis should finally focus on the burning and crime infested inner-cities of the u.s. i can use all the help i can get!,2017-01-15 00:22:01,22082,95424,8.2e+17,0.130844666,0.244159805,0.16483920800000001,False,False,136,00:22:01,2017-01-15
625,congratulations secretary mattis!,2017-01-27 22:00:47,19030,111729,8.25e+17,0.112760347,0.28587913800000003,0.16469598400000002,True,False,33,22:00:47,2017-01-27
626,nbc news is #fakenews and more dishonest than even cnn. they are a disgrace to good reporting. no wonder their news ratings are way down!,2017-10-04 14:47:00,21975,95643,9.16e+17,0.130210648,0.244720157,0.164563501,False,False,137,14:47:00,2017-10-04
627,attending chief ryan owens' dignified transfer yesterday with my daughter ivanka was my great honor. to a great and brave man - thank you!,2017-02-02 11:25:00,16711,123763,8.27e+17,0.099019346,0.316670334,0.164314643,False,False,138,11:25:00,2017-02-02
628,russia has never tried to use leverage over me. i have nothing to do with russia - no deals no loans no nothing!,2017-01-11 12:31:00,23709,85813,8.19e+17,0.14048529,0.219568299,0.164210193,False,False,112,12:31:00,2017-01-11
629,jared kushner did very well yesterday in proving he did not collude with the russians. witch hunt. next up 11 year old barron trump!,2017-07-25 10:52:27,22579,91712,8.9e+17,0.13378958900000001,0.234661972,0.164051304,False,False,132,10:52:27,2017-07-25
630,we will never forget the victims who lost their lives one year ago today in the horrific #pulsenightclub shooting.?,2017-06-12 16:58:00,22775,90399,8.74e+17,0.134950967,0.231302421,0.163856403,True,False,115,16:58:00,2017-06-12
631,most politicians would have gone to a meeting like the one don jr attended in order to get info on an opponent. that's politics!,2017-07-17 14:07:55,20486,102537,8.87e+17,0.12138772800000001,0.26235972,0.16367932599999999,False,False,128,14:07:55,2017-07-17
632,"obama administration official said they ""choked"" when it came to acting on russian meddling of election. they didn't want to hurt hillary?",2017-06-24 20:44:36,23108,88368,8.79e+17,0.136924125,0.226105735,0.163678608,False,False,138,20:44:36,2017-06-24
633,loser terrorists must be dealt with in a much tougher manner.the internet is their main recruitment tool which we must cut off use better!,2017-09-15 10:48:18,21411,97462,9.09e+17,0.12686872300000002,0.249374402,0.16362042699999998,False,False,138,10:48:18,2017-09-15
634,'president donald j. trump proclaims september 3 2017 as a national day of prayer' #hurricaneharvey #prayfortexas,2017-09-01 19:47:00,24788,79095,9.04e+17,0.146878796,0.202379064,0.163528876,True,False,113,19:47:00,2017-09-01
635,time to start building in our country with american workers with american iron aluminum steel. it is time to?,2017-06-10 01:38:00,21877,94622,8.73e+17,0.12962995900000002,0.24210774100000002,0.163373293,True,False,109,01:38:00,2017-06-10
636,our incredible u.s. coast guard saved more than 15000 lives last week with harvey. irma could be even tougher. we love our coast guard!,2017-09-08 12:37:00,20615,101114,9.06e+17,0.122152105,0.25871871399999996,0.163122088,False,False,135,12:37:00,2017-09-08
637,we have a massive trade deficit with germany plus they pay far less than they should on nato military. very bad for u.s. this will change,2017-05-30 10:40:36,22631,89874,8.7e+17,0.13409771,0.229959112,0.162856131,False,False,137,10:40:36,2017-05-30
638,my thoughts and prayers are with the @kissimmeepolice and their loved ones. we are with you!#lesm,2017-08-19 04:59:01,21668,95033,8.99e+17,0.12839155,0.24315936,0.162821893,False,True,97,04:59:01,2017-08-19
639,north korea disrespected the wishes of china its highly respected president when it launched though unsuccessfully a missile today. bad!,2017-04-28 23:26:18,23417,85241,8.58e+17,0.138755074,0.218104732,0.162559971,False,False,136,23:26:18,2017-04-28
640,unless the republican senators are total quitters repeal replace is not dead! demand another vote before voting on any other bill!,2017-07-29 20:36:52,22095,92349,8.91e+17,0.130921696,0.236291854,0.162532743,False,False,130,20:36:52,2017-07-29
641,the w.h. is functioning perfectly focused on healthcare tax cuts/reform many other things. i have very little time for watching t.v.,2017-07-12 13:39:00,20749,99408,8.85e+17,0.12294610800000001,0.2543536,0.162368356,False,False,132,13:39:00,2017-07-12
642,the????has great strength patience but if it is forced to defend itself or its allies we will have no choice but to totally destroy #noko.,2017-09-19 17:22:27,23766,83066,9.1e+17,0.140823038,0.21253959600000003,0.162338005,True,False,138,17:22:27,2017-09-19
643,president obama said that he thinks he would have won against me. he should say that but i say no way! - jobs leaving isis ocare etc.,2016-12-26 21:36:28,22240,91300,8.13e+17,0.13178087900000002,0.233607795,0.162328954,False,False,133,21:36:28,2016-12-26
644,gdp was revised upward to 3.1 for last quarter. many people thought it would be years before that happened. we have just begun!,2017-09-29 02:22:36,22186,91566,9.14e+17,0.131460907,0.234288405,0.162309156,False,False,127,02:22:36,2017-09-29
645,great to see that dr. kelli ward is running against flake jeff flake who is weak on borders crime and a non-factor in senate. he's toxic!,2017-08-17 10:56:33,23199,86073,8.98e+17,0.137463337,0.220233557,0.162294403,False,False,137,10:56:33,2017-08-17
646,great optimism for future of u.s. business and jobs with the dow having an 11th straight record close. big tax regulation cuts coming!,2017-02-25 13:27:04,19846,104027,8.35e+17,0.117595473,0.266172158,0.162168479,False,False,134,13:27:04,2017-02-25
647,melania and i are hosting japanese prime minister shinzo abe and mrs. abe at mar-a-lago in palm beach fla. they are a wonderful couple!,2017-02-11 13:33:00,16875,120072,8.3e+17,0.099991112,0.307226234,0.16216164800000002,False,False,135,13:33:00,2017-02-11
648,reports by @cnn that i will be working on the apprentice during my presidency even part time are ridiculous untrue - fake news!,2016-12-10 14:11:00,25193,75035,8.08e+17,0.14927858300000002,0.19199080899999998,0.162092251,False,True,127,14:11:00,2016-12-10
649,i really enjoyed the debate last night.crooked hillary says she is going to do so many things.why hasn't she done them in her last 30 years?,2016-09-27 12:53:42,25687,72260,7.81e+17,0.15220573,0.184890463,0.16201115,False,False,140,12:53:42,2016-09-27
650,my transition team which is working long hours and doing a fantastic job will be seeing many great candidates today. #maga,2016-11-17 12:46:23,21195,96513,7.99e+17,0.12558883699999998,0.24694621100000003,0.161996049,False,False,122,12:46:23,2016-11-17
651,just completed call with president moon of south korea. very happy and impressed with 15-0 united nations vote on north korea sanctions.,2017-08-07 01:22:00,20422,100546,8.94e+17,0.121008503,0.257265382,0.16188556699999998,False,False,136,01:22:00,2017-08-07
652,someone should look into who paid for the small organized rallies yesterday. the election is over!,2017-04-16 13:13:26,21244,95808,8.54e+17,0.125879181,0.24514234,0.161658129,False,False,98,13:13:26,2017-04-16
653,it is time to rebuild our country to bring back our jobs to restore our dreams yes to put #americafirst! ty o?,2017-06-09 22:52:00,21822,92325,8.73e+17,0.129304062,0.236230445,0.16138197699999998,True,False,110,22:52:00,2017-06-09
654,just watched the totally biased and fake news reports of the so-called russia story on nbc and abc. such dishonesty!,2017-03-23 12:18:33,21324,94648,8.45e+17,0.12635321300000002,0.242174267,0.161099529,False,False,116,12:18:33,2017-03-23
655,russians are playing @cnn and @nbcnews for such fools - funny to watch they don't have a clue! @foxnews totally gets it!,2016-12-30 22:18:18,23213,84254,8.15e+17,0.137546292,0.215579312,0.160956198,False,True,120,22:18:18,2016-12-30
656,come on republican senators you can do it on healthcare. after 7 years this is your chance to shine! don't let the american people down!,2017-07-27 11:24:52,21456,93516,8.91e+17,0.127135366,0.239277837,0.160778107,False,False,136,11:24:52,2017-07-27
657,even those registered to vote who are dead (and many for a long time). depending on results we will strengthen up voting procedures!,2017-01-25 12:13:46,18914,107227,8.24e+17,0.11207300099999999,0.274359945,0.160759084,False,False,132,12:13:46,2017-01-25
658,if republicans don't repeal and replace the disastrous obamacare the repercussions will be far greater than any of them understand!,2017-07-24 00:01:47,22133,89832,8.89e+17,0.131146861,0.22985164800000002,0.160758297,False,False,131,00:01:47,2017-07-24
659,syrian ceasefire seems to be holding. many lives can be saved. came out of meeting. good!,2017-07-09 20:09:00,20196,100274,8.84e+17,0.119669363,0.25656942,0.16073938,False,False,89,20:09:00,2017-07-09
660,despite what you have heard from the fake news i had a great meeting with german chancellor angela merkel. nevertheless germany owes.....,2017-03-18 13:15:41,21088,95449,8.43e+17,0.12495481900000001,0.244223772,0.160735505,False,False,137,13:15:41,2017-03-18
661,jeff sessions is an honest man. he did not say anything wrong. he could have stated his response more accurately but it was clearly not....,2017-03-03 02:22:00,19804,102261,8.37e+17,0.11734660599999999,0.26165352399999997,0.160638681,False,False,139,02:22:00,2017-03-03
662,people the lawyers and the courts can call it whatever they want but i am calling it what we need and what it is a travel ban!,2017-06-05 10:25:00,21969,90410,8.72e+17,0.130175096,0.231330567,0.160521737,False,False,126,10:25:00,2017-06-05
663,people are just now starting to find out how dishonest and disgusting (fakenews) @nbcnews is. viewers beware. may be worse than even @cnn!,2017-10-13 00:12:59,22416,87857,9.19e+17,0.132823749,0.224798248,0.160416099,False,True,138,00:12:59,2017-10-13
664,the dems want to stop tax cuts good healthcare and border security.their obamacare is dead with 100% increases in p's. vote now for karen h,2017-06-19 12:27:01,22909,84993,8.77e+17,0.135744971,0.21747017899999999,0.160262533,False,False,139,12:27:01,2017-06-19
665,thank you to linda bean of l.l.bean for your great support and courage. people will support you even more now. buy l.l.bean. @lbperfectmaine,2017-01-12 13:50:00,21477,92600,8.2e+17,0.127259799,0.23693408300000002,0.160162084,False,True,140,13:50:00,2017-01-12
666,stock market hits another all time high on friday. 5.3 trillion dollars up since election. fake news doesn't spent much time on this!,2017-10-21 13:14:33,21170,94188,9.22e+17,0.125440702,0.24099727199999998,0.160107673,False,False,133,13:14:33,2017-10-21
667,#godblesstheusa????,2017-08-09 21:36:00,22873,84971,8.95e+17,0.135531656,0.217413888,0.16009632599999998,True,False,19,21:36:00,2017-08-09
668,great news. we are only just beginning. together we are going to #maga!,2017-03-08 23:54:00,21965,89867,8.4e+17,0.130151394,0.229941201,0.160088336,True,False,71,23:54:00,2017-03-08
669,the obstructionist democrats have given us (or not fixed) some of the worst trade deals in world history. i am changing that fast!,2017-08-14 10:54:08,20505,97660,8.97e+17,0.121500311,0.249881021,0.160014524,False,False,130,10:54:08,2017-08-14
670,crooked hillary colluded w/fbi and doj and media is covering up to protect her. it's a #riggedsystem! our country d?,2016-10-17 21:03:16,28365,54994,7.88e+17,0.16807394899999997,0.140712235,0.159865435,True,False,116,21:03:16,2016-10-17
671,i am continuing to get rid of costly and unnecessary regulations. much work left to do but effect will be great! business jobs will grow.,2017-08-03 12:12:00,19770,101225,8.93e+17,0.11714514300000001,0.259002728,0.159702418,False,False,137,12:12:00,2017-08-03
672,don't let her fool us again.,2016-10-11 18:43:00,28922,51744,7.86e+17,0.171374396,0.132396514,0.159681032,True,False,28,18:43:00,2016-10-11
673,jobs jobs,2017-04-06 02:12:00,23000,83555,8.5e+17,0.136284182,0.21379079199999998,0.159536165,True,False,9,02:12:00,2017-04-06
674,if the people of our great country could only see how viciously and inaccurately my administration is covered by certain media!,2017-03-29 12:21:02,20281,98068,8.47e+17,0.12017302199999999,0.250924964,0.159398604,False,False,127,12:21:02,2017-03-29
675,an honor having the national sheriffs' assoc. join me at the @whitehouse. incredible men women who protect serv?,2017-02-07 16:25:00,18399,108216,8.29e+17,0.10902142,0.276890483,0.159382139,True,True,112,16:25:00,2017-02-07
676,happy 70th birthday to the @usairforce! the american people are eternally grateful. thank you for keeping america proud strong and free!,2017-09-15 23:54:00,21656,90587,9.09e+17,0.128320446,0.23178345399999997,0.159359348,True,True,136,23:54:00,2017-09-15
677,"the ""deplorables"" came back to haunt hillary.they expressed their feelings loud and clear. she spent big money but in the end had no game!",2017-09-14 02:52:34,20990,94074,9.08e+17,0.12437413,0.240705583,0.159273566,False,False,138,02:52:34,2017-09-14
678,jobs jobs jobs! #maga????,2017-07-12 23:12:00,23367,81023,8.85e+17,0.138458804,0.207312205,0.15911482400000002,True,False,25,23:12:00,2017-07-12
679,"it is the same fake news media that said there is ""no path to victory for trump"" that is now pushing the phony russia story. a total scam!",2017-04-01 13:02:00,22380,86222,8.48e+17,0.132610435,0.22061479999999997,0.159011744,False,False,138,13:02:00,2017-04-01
680,as a show of support for our armed forces i will be going to the army-navy game today. looking forward to it should be fun!,2016-12-10 12:38:00,18630,106381,8.08e+17,0.11039018800000001,0.272195299,0.158931721,False,False,123,12:38:00,2016-12-10
681,spoke yesterday with the king of saudi arabia about peace in the middle-east. interesting things are happening!,2017-07-03 11:19:00,22408,85961,8.82e+17,0.132776346,0.21994698399999998,0.15892753699999998,False,False,111,11:19:00,2017-07-03
682,john mccain never had any intention of voting for this bill which his governor loves. he campaigned on repeal replace. let arizona down!,2017-09-23 10:42:42,22206,86966,9.12e+17,0.131579415,0.22251846100000003,0.15886112900000002,False,False,136,10:42:42,2017-09-23
683,the problem with agreeing to a policy on immigration is that the democrats don't want secure bordersthey don't care about safety for u.s.a.,2017-10-10 10:18:00,22242,86752,9.18e+17,0.13179273,0.221970903,0.158846181,False,False,139,10:18:00,2017-10-10
684,"the ""intelligence"" briefing on so-called ""russian hacking"" was delayed until friday perhaps more time needed to build a case. very strange!",2017-01-04 01:14:00,23441,80009,8.16e+17,0.138897283,0.2047177,0.158643408,False,False,139,01:14:00,2017-01-04
685,iran is rapidly taking over more and more of iraq even after the u.s. has squandered three trillion dollars there. obvious long ago!,2017-02-02 03:06:00,20915,93611,8.27e+17,0.123929725,0.239520912,0.15860708099999998,False,False,132,03:06:00,2017-02-02
686,the @nytimes sent a letter to their subscribers apologizing for their bad coverage of me. i wonder if it will change - doubt it?,2016-11-13 14:43:09,22131,86992,7.98e+17,0.13113501,0.22258498699999998,0.15857000300000001,False,True,128,14:43:09,2016-11-13
687,russian officials must be laughing at the u.s. how a lame excuse for why the dems lost the election has taken over the fake news.,2017-05-30 11:04:48,22034,87501,8.7e+17,0.130560246,0.22388735699999998,0.15855838,False,False,129,11:04:48,2017-05-30
688,"fake news media which makes up stories and ""sources"" is far more effective than the discredited democrats - but they are fading fast!",2017-02-16 14:10:49,19854,99214,8.32e+17,0.117642876,0.253857215,0.158507178,False,False,133,14:10:49,2017-02-16
689,thank you foxconn for investing $10 billion dollars with the potential for up to 13k new jobs in wisconsin! madeintheusa????,2017-07-27 00:01:35,21236,91566,8.9e+17,0.125831778,0.234288405,0.158368766,True,False,124,00:01:35,2017-07-27
690,#whereshillary? sleeping!!!!!,2016-08-20 00:17:09,26977,60519,7.67e+17,0.159849495,0.154848961,0.158349335,False,False,29,00:17:09,2016-08-20
691,it is amazing how rude much of the media is to my very hard working representatives. be nice you will do much better!,2017-03-13 12:52:29,19556,100557,8.41e+17,0.115877107,0.25729352699999997,0.158302033,False,False,117,12:52:29,2017-03-13
692,while hillary said horrible things about my supporters and while many of her supporters will never vote for me i still respect them all!,2016-09-10 18:18:00,25240,69623,7.75e+17,0.14955707599999998,0.178143215,0.158132918,False,False,136,18:18:00,2016-09-10
693,good news out of the house with the passing of 'no sanctuary for criminals act.' hopefully senate will follow.,2017-06-29 22:28:23,20630,94460,8.81e+17,0.122240986,0.24169323399999998,0.15807666,False,False,110,22:28:23,2017-06-29
694,camp david is a very special place. an honor to have spent the weekend there. military runs it so well and are so proud of what they do!,2017-06-18 21:51:39,18017,108462,8.77e+17,0.10675791800000001,0.277519919,0.15798651800000002,False,False,136,21:51:39,2017-06-18
695,so great that john mccain is coming back to vote. brave - american hero! thank you john.,2017-07-25 10:44:06,22788,82480,8.9e+17,0.135027998,0.21104020699999998,0.15783166,False,False,88,10:44:06,2017-07-25
696,phoenix crowd last night was amazing - a packed house. i love the great state of arizona. not a fan of jeff flake weak on crime border!,2017-08-23 13:20:15,20194,96417,9e+17,0.119657512,0.246700578,0.157770432,False,False,135,13:20:15,2017-08-23
697,jeb bush george w and george h.w. all called to express their best wishes on the win. very nice!,2016-11-13 15:23:28,18082,107489,7.98e+17,0.10714306900000001,0.27503032,0.157509244,False,False,96,15:23:28,2016-11-13
698,really great numbers on jobs the economy! things are starting to kick in now and we have just begun! don't like steel aluminum dumping!,2017-07-03 20:54:00,20129,96173,8.82e+17,0.119272361,0.246076259,0.15731353,False,False,135,20:54:00,2017-07-03
699,since the obama administration was told way before the 2016 election that the russians were meddling why no action? focus on them not t!,2017-06-24 20:28:46,21460,88955,8.79e+17,0.127159067,0.227607682,0.157293652,False,False,136,20:28:46,2017-06-24
700,"with jemele hill at the mike it is no wonder espn ratings have ""tanked"" in fact tanked so badly it is the talk of the industry!",2017-10-10 10:42:00,20210,95652,9.18e+17,0.11975231800000001,0.244743185,0.157249578,False,False,127,10:42:00,2017-10-10
701,the fake news is going crazy with wacky congresswoman wilson(d) who was secretly on a very personal call and gave a total lie on content!,2017-10-20 02:53:42,21077,90898,9.21e+17,0.12488963900000001,0.23257920399999998,0.157196509,False,False,137,02:53:42,2017-10-20
702,very much enjoyed my tour of the smithsonian's national museum of african american history and culture...a great job done by amazing people!,2017-02-22 12:50:56,16220,116640,8.34e+17,0.096109975,0.298444832,0.156810432,False,False,140,12:50:56,2017-02-22
703,today we lost a great pioneer of air and space in john glenn. he was a hero and inspired generations of future explorers. he will be missed.,2016-12-08 21:15:00,20155,95348,8.07e+17,0.11942642099999999,0.243965345,0.15678809900000001,False,False,140,21:15:00,2016-12-08
704,thank you to @exxonmobil for your $20 billion investment that is creating more than 45000 manufacturing construction jobs in the usa!,2017-03-07 03:50:00,19379,99441,8.39e+17,0.11482831199999999,0.25443803600000003,0.156711229,False,True,133,03:50:00,2017-03-07
705,happy #hanukkah,2016-12-24 21:44:32,22072,84565,8.13e+17,0.130785412,0.21637506199999998,0.156462307,True,False,15,21:44:32,2016-12-24
706,congratulations to emmanuel macron on his big win today as the next president of france. i look very much forward to working with him!,2017-05-07 19:22:00,22692,80945,8.61e+17,0.134459159,0.20711262800000002,0.1562552,False,False,134,19:22:00,2017-05-07
707,very proud of our incredible first lady (@flotus.) she is a truly great representative for our country!,2017-09-23 21:16:51,18622,102882,9.12e+17,0.110342784,0.263242466,0.15621268900000002,True,True,103,21:16:51,2017-09-23
708,"congratulations to eric lara on the birth of their son eric ""luke"" trump this morning!",2017-09-12 18:41:00,16958,111516,9.08e+17,0.10048292,0.285334138,0.155938286,True,False,86,18:41:00,2017-09-12
709,"north korea is behaving very badly. they have been ""playing"" the united states for years. china has done little to help!",2017-03-17 13:07:15,20995,89407,8.43e+17,0.12440375699999999,0.228764207,0.155711892,False,False,120,13:07:15,2017-03-17
710,with irma and harvey devastation tax cuts and tax reform is needed more than ever before. go congress go!,2017-09-13 12:36:52,20177,93742,9.08e+17,0.11955678,0.23985610000000002,0.155646576,False,False,105,12:36:52,2017-09-13
711,the u.s. has gained more than 5.2 trillion dollars in stock market value since election day! also record business enthusiasm.,2017-10-16 12:57:50,19610,96596,9.2e+17,0.11619707900000001,0.247158582,0.15548553,False,False,125,12:57:50,2017-10-16
712,72% of refugees admitted into u.s. (2/3 -2/11) during court breakdown are from 7 countries: syria iraq somalia iran sudan libya yemen,2017-02-12 11:55:00,22544,80492,8.31e+17,0.1335822,0.205953545,0.155293603,False,False,133,11:55:00,2017-02-12
713,still time to #votetrump! #ivoted #electionnight,2016-11-08 23:03:00,25257,65686,7.96e+17,0.149657808,0.168069678,0.155181369,True,False,48,23:03:00,2016-11-08
714,after allowing north korea to research and build nukes while secretary of state (bill c also) crooked hillary now criticizes.,2017-09-20 10:40:31,21917,83684,9.1e+17,0.129866975,0.214120862,0.15514314099999998,False,False,125,10:40:31,2017-09-20
715,great meeting with ford ceo mark fields and general motors ceo mary barra at the @whitehouse today.,2017-01-25 00:46:57,18697,101012,8.24e+17,0.11078718900000001,0.258457728,0.15508835099999999,True,True,99,00:46:57,2017-01-25
